,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_8,V5_1_1,V5_1_2,OTU.ID
81,OTU139,413,1,413,1841,551,955,100,595,5.47e-169,93.012,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Bangiophyceae,o:Cyanidiales,f:Cyanidiales_X,g:Cyanidiales_XX,s:Cyanidiales_XX_sp,AB695530.1.1841_U;tax,k:Eukaryota,OTU139.p:Rhodophyta-Rhodophyta_X.g:Cyanidiales_XX
82,OTU141,392,1,392,1632,511,902,100,719,0,99.745,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Colpodida,g:Colpoda,s:Colpoda_sp,MT001206.1.1632_U;tax,k:Eukaryota,OTU141.p:Alveolata-Ciliophora.g:Colpoda
83,OTU142,407,1,407,1817,560,966,100,431,1.61e-119,85.784,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Fractovitellida,f:Acramoebidae,g:Acramoebidae_X,s:Acramoebidae_X_sp,AB695507.1.1817_U;tax,k:Eukaryota,OTU142.p:Evosea-Evosea_X.g:Acramoebidae_X
84,OTU143,387,1,387,1685,545,931,100,676,0,98.191,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Platyophryida,g:Platyophrya,s:Platyophrya_bromelicola,EU039905.1.1685_U;tax,k:Eukaryota,OTU143.p:Alveolata-Ciliophora.g:Platyophrya
85,OTU145,415,168,415,1934,807,1058,71,324,2.86e-87,90.157,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Flamellidae,f:ATCC50593-lineage,g:ATCC50593-lineage_X,s:ATCC50593-lineage_X_sp,EU273440.1.1934_U;tax,k:Eukaryota,OTU145.p:Evosea-Evosea_X.g:ATCC50593-lineage_X
86,OTU147,397,1,397,2789,564,961,100,695,0,98.241,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Chlamydomonadales,f:Chlamydomonadales_X,g:Actinochloris,s:Actinochloris_sphaerica,MH703777.1.2789_U;tax,k:Eukaryota,OTU147.p:Chlorophyta-Chlorophyta_X.g:Actinochloris
87,OTU149,408,1,408,1792,558,965,100,749,0,99.755,d:TSAR,p:Stramenopiles-Gyrista,c:Peronosporomycetes,o:Peronosporomycetes_X,f:Peronosporales,g:Pythium,s:Pythium_volutum,AY598686.1.1792_U;tax,k:Eukaryota,OTU149.p:Stramenopiles-Gyrista.g:Pythium
88,OTU150,396,1,396,817,308,703,100,682,0,97.727,d:TSAR,p:Stramenopiles-Gyrista,c:Chrysophyceae,o:Ochromonadales,f:Ochromonadales_clade-XIII,g:Ochromonadales_clade-XIII_X,s:Ochromonadales_clade-XIII_X_sp,KJ698239.1.817_U;tax,k:Eukaryota,OTU150.p:Stramenopiles-Gyrista.g:Ochromonadales_clade-XIII_X
89,OTU151,401,1,401,1024,569,965,100,566,4.15e-160,92.289,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:AND16-lineage,g:AND16-lineage_X,s:AND16-lineage_X_sp,EU798715.1.1024_U;tax,k:Eukaryota,OTU151.p:Evosea-Evosea_X.g:AND16-lineage_X
90,OTU152,406,1,406,1877,592,1000,100,342,7.72e-93,82.297,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,EF024417.1.1877_U;tax,k:Eukaryota,OTU152.p:Evosea-Evosea_X.g:Variosea_XXX
91,OTU155,405,1,405,1767,565,970,100,643,0,95.32,d:TSAR,p:Stramenopiles-Gyrista,c:Hyphochytriomyceta,o:Hyphochytriales,f:Hyphochrytriaceae,g:Hyphochytrium,s:Hyphochytrium_catenoides,AB695482.1.1767_U;tax,k:Eukaryota,OTU155.p:Stramenopiles-Gyrista.g:Hyphochytrium
92,OTU157,412,88,412,1932,706,1030,92,562,5.53e-159,97.853,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Ischnamoebidae,g:Ischnamoeba,s:Ischnamoeba_montana,KP864092.1.1932_U;tax,k:Eukaryota,OTU157.p:Evosea-Evosea_X.g:Ischnamoeba
93,OTU158,407,1,407,1800,587,993,100,736,0,99.263,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Cercomonadida,f:Cercomonadidae,g:Eocercomonas,s:Eocercomonas_sp,EF023536.1.1800_U;tax,k:Eukaryota,OTU158.p:Rhizaria-Cercozoa.g:Eocercomonas
94,OTU159,386,1,386,1824,608,988,100,592,6.58e-168,94.588,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,EF023499.1.1824_U;tax,k:Eukaryota,OTU159.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
95,OTU160,410,1,410,1816,588,998,100,708,0,97.816,d:TSAR,p:Stramenopiles-Gyrista,c:Hyphochytriomyceta,o:Hyphochytriales,f:Hyphochrytriaceae,g:Rhizidiomyces,s:Rhizidiomyces_apophysatus,AF163295.1.1816_U;tax,k:Eukaryota,OTU160.p:Stramenopiles-Gyrista.g:Rhizidiomyces
96,OTU161,407,1,407,1872,582,988,100,708,0,98.034,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Flamellidae,f:Flamella-lineage,g:Flamella-lineage_X,s:Flamella-lineage_X_sp,FR874405.1.1872_U;tax,k:Eukaryota,OTU161.p:Evosea-Evosea_X.g:Flamella-lineage_X
97,OTU162,407,1,407,1635,522,928,100,741,0,99.509,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Thecofilosea,o:Cryomonadida,f:Rhogostoma-lineage,g:Rhogostoma,s:Rhogostoma_cylindrica,KY905096.1.1635_U;tax,k:Eukaryota,OTU162.p:Rhizaria-Cercozoa.g:Rhogostoma
98,OTU164,411,1,411,1860,570,980,100,449,4.48e-125,86.473,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,AB695458.1.1860_U;tax,k:Eukaryota,OTU164.p:Evosea-Evosea_X.g:Variosea_XXX
99,OTU165,396,1,396,1258,206,597,100,623,2.4e-177,95.214,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Colpodida,g:Colpodida_X,s:Colpodida_X_sp,JN635479.1.1258_U;tax,k:Eukaryota,OTU165.p:Alveolata-Ciliophora.g:Colpodida_X
100,OTU166,380,1,380,1401,227,606,100,636,0,96.842,d:TSAR,p:Alveolata-Ciliophora,c:Oligohymenophorea,o:Hymenostomatia,f:Ophryoglenida,g:Ichthyophthirius,s:Ichthyophthirius_multifiliis,KU219950.1.1401_U;tax,k:Eukaryota,OTU166.p:Alveolata-Ciliophora.g:Ichthyophthirius
101,OTU167,402,1,402,1878,593,994,100,427,2.05e-118,85.995,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Hartmannellidae,g:Copromyxa,s:Copromyxa_laresi,JQ271679.1.1878_U;tax,k:Eukaryota,OTU167.p:Tubulinea-Tubulinea_X.g:Copromyxa
102,OTU169,395,1,395,1715,535,929,100,719,0,99.494,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Chlamydomonadales,f:Chlamydomonadales_X,g:Neochlorosarcina,s:Neochlorosarcina_negevensis,KR607498.1.1715_U;tax,k:Eukaryota,OTU169.p:Chlorophyta-Chlorophyta_X.g:Neochlorosarcina
103,OTU171,408,130,408,1961,745,1033,81,154,3.9e-36,77.055,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Flamellidae,f:WIM80-lineage,g:WIM80-lineage_X,s:WIM80-lineage_X_sp,AM114808.1.1961_U;tax,k:Eukaryota,OTU171.p:Evosea-Evosea_X.g:WIM80-lineage_X
104,OTU174,401,1,401,1825,553,953,100,736,0,99.751,d:Amoebozoa,p:Evosea-Eumycetozoa,c:Eumycetozoa_X,o:Dictyosteliida,f:Dictyosteliida-Group-IV,g:Dictyostelium-Group-IV,s:Dictyostelium_sphaerocephalum,OP310822.1.1825_U;tax,k:Eukaryota,OTU174.p:Evosea-Eumycetozoa.g:Dictyostelium-Group-IV
105,OTU175,385,1,385,1824,608,988,100,564,1.43e-159,93.299,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,EF023499.1.1824_U;tax,k:Eukaryota,OTU175.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
106,OTU176,398,1,398,1831,558,957,100,339,9.78e-92,82.222,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:AND16-lineage,g:AND16-lineage_X,s:AND16-lineage_X_sp,AY965863.1.1831_U;tax,k:Eukaryota,OTU176.p:Evosea-Evosea_X.g:AND16-lineage_X
107,OTU177,407,1,407,1438,403,809,100,730,0,99.017,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Glissomonadida_Clade-Y,g:Glissomonadida_Clade-Y_X,s:Glissomonadida_Clade-Y_X_sp,EU709257.32.1469_U;tax,k:Eukaryota,OTU177.p:Rhizaria-Cercozoa.g:Glissomonadida_Clade-Y_X
108,OTU179,405,1,405,1756,566,970,100,682,0,97.044,d:TSAR,p:Stramenopiles-Gyrista,c:Eustigmatophyceae,o:Eustigmatophyceae_X,f:Eustigmatophyceae_XX,g:Characiopsis,s:Characiopsis_pernana,MT373066.1.1756_U;tax,k:Eukaryota,OTU179.p:Stramenopiles-Gyrista.g:Characiopsis
109,OTU182,415,1,415,1455,553,958,100,292,8.08e-78,80.235,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Flamellidae,f:Flamella-lineage,g:Flamella,s:Flamella_pleistocenica,KP219431.1.1455_U;tax,k:Eukaryota,OTU182.p:Evosea-Evosea_X.g:Flamella
110,OTU183,399,1,399,1831,558,957,100,411,2.05e-113,85.36,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:AND16-lineage,g:AND16-lineage_X,s:AND16-lineage_X_sp,AY965863.1.1831_U;tax,k:Eukaryota,OTU183.p:Evosea-Evosea_X.g:AND16-lineage_X
111,OTU184,396,1,396,812,198,593,100,726,0,99.747,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Sphaeropleales,f:Sphaeropleales_X,g:Bracteacoccus,s:Bracteacoccus_aggregatus,MZ067570.1.812_U;tax,k:Eukaryota,OTU184.p:Chlorophyta-Chlorophyta_X.g:Bracteacoccus
112,OTU185,397,1,397,1772,562,958,100,723,0,99.496,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Chlamydomonadales,f:Chlamydomonadales_X,g:Tetracystis,s:Tetracystis_dissociata,KM020076.1.1772_U;tax,k:Eukaryota,OTU185.p:Chlorophyta-Chlorophyta_X.g:Tetracystis
113,OTU188,402,1,402,1055,496,897,100,726,0,99.254,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Labyrinthulaceae,g:Labyrinthulaceae_ANT10_3,s:Labyrinthulaceae_ANT10_3_sp,JN825662.1.1055_U;tax,k:Eukaryota,OTU188.p:Stramenopiles-Bigyra.g:Labyrinthulaceae_ANT10_3
114,OTU189,389,1,389,1605,531,925,100,592,6.64e-168,93.924,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,AF372795.1.1605_U;tax,k:Eukaryota,OTU189.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
115,OTU192,410,1,410,1877,592,1000,100,412,5.87e-114,84.951,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,EF024417.1.1877_U;tax,k:Eukaryota,OTU192.p:Evosea-Evosea_X.g:Variosea_XXX
116,OTU196,391,1,391,1036,5,396,100,689,0,98.469,d:TSAR,p:Alveolata-Ciliophora,c:Spirotrichea,o:Hypotrichia,f:Oxytrichidae,g:Oxytricha,s:Oxytricha_sp,FN865143.1.1036_U;tax,k:Eukaryota,OTU196.p:Alveolata-Ciliophora.g:Oxytricha
117,OTU197,393,1,393,1750,564,956,100,643,0,96.183,d:TSAR,p:Alveolata-Ciliophora,c:Spirotrichea,o:Hypotrichia,f:Pseudokeronopsidae,g:Eschaneustyla,s:Eschaneustyla_lugeri,KY874005.1.1750_U;tax,k:Eukaryota,OTU197.p:Alveolata-Ciliophora.g:Eschaneustyla
118,OTU199,405,1,405,989,475,889,100,375,7.6e-103,83.453,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,EU545726.1.989_U;tax,k:Eukaryota,OTU199.p:Evosea-Evosea_X.g:Variosea_XXX
119,OTU200,417,1,417,1751,562,959,100,154,4e-36,74.468,d:Haptista,p:Haptophyta-Haptophyta_X,c:Prymnesiophyceae,o:Isochrysidales,f:Isochrysidaceae,g:Isochrysis,s:Isochrysis_sp,LC322317.1.1751_U;tax,k:Eukaryota,OTU200.p:Haptophyta-Haptophyta_X.g:Isochrysis
120,OTU202,390,1,390,1632,512,901,100,715,0,99.744,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Colpodida,g:Colpoda,s:Colpoda_sp,MT001200.1.1632_U;tax,k:Eukaryota,OTU202.p:Alveolata-Ciliophora.g:Colpoda
121,OTU204,404,1,404,1519,436,839,100,608,6.86e-173,93.842,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,AY821961.1.1519_U;tax,k:Eukaryota,OTU204.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
122,OTU205,438,311,438,1818,813,940,40,104,4.29e-21,81.538,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Cavosteliida,f:Cavosteliida_X,g:Tychosporium,s:Tychosporium_acutostipes,FJ792703.1.1818_U;tax,k:Eukaryota,OTU205.p:Evosea-Evosea_X.g:Tychosporium
123,OTU206,404,1,404,1730,556,961,100,682,0,97.044,d:TSAR,p:Stramenopiles-Gyrista,c:Synchromophyceae,o:Synchromophyceae_X,f:Synchromophyceae_XX,g:Synchromophyceae_XXX,s:Synchromophyceae_XXX_sp,FJ356265.1.1730_U;tax,k:Eukaryota,OTU206.p:Stramenopiles-Gyrista.g:Synchromophyceae_XXX
124,OTU208,407,1,407,1098,24,430,100,741,0,99.509,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Sandonidae,g:Sandonidae_X,s:Sandonidae_X_sp,FJ592266.1.1098_U;tax,k:Eukaryota,OTU208.p:Rhizaria-Cercozoa.g:Sandonidae_X
125,OTU209,405,1,405,989,475,889,100,420,3.46e-116,85.337,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,EU545726.1.989_U;tax,k:Eukaryota,OTU209.p:Evosea-Evosea_X.g:Variosea_XXX
126,OTU210,390,1,390,1829,595,987,100,540,2.44e-152,91.646,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Leptomyxida,f:Flabellulidae,g:Flabellula,s:Flabellula_pomeranica,KT945249.1.1829_U;tax,k:Eukaryota,OTU210.p:Tubulinea-Tubulinea_X.g:Flabellula
127,OTU211,396,1,396,1766,562,957,100,721,0,99.495,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Chlamydomonadales,f:Chlamydomonadales_X,g:Chloromonas,s:Chloromonas_perforata,FR865585.2.1767_U;tax,k:Eukaryota,OTU211.p:Chlorophyta-Chlorophyta_X.g:Chloromonas
128,OTU215,403,163,403,846,168,404,73,237,3.72e-61,84.711,d:TSAR,p:Stramenopiles-Stramenopiles_X,c:Stramenopiles_X-Group-6,o:Stramenopiles_X-Group-6_X,f:Stramenopiles_X-Group-6_XX,g:Stramenopiles_X-Group-6_XXX,s:Stramenopiles_X-Group-6_XXX_sp,HQ870501.1.846_U;tax,k:Eukaryota,OTU215.p:Stramenopiles-Stramenopiles_X.g:Stramenopiles_X-Group-6_XXX
129,OTU216,412,1,412,1455,553,958,100,274,2.9e-72,79.236,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Flamellidae,f:Flamella-lineage,g:Flamella,s:Flamella_pleistocenica,KP219431.1.1455_U;tax,k:Eukaryota,OTU216.p:Evosea-Evosea_X.g:Flamella
130,OTU217,395,1,395,1032,480,874,100,686,0,97.975,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Ulvophyceae,o:Ulvophyceae_X,f:Ulvophyceae_XX,g:Ulvophyceae_XXX,s:Ulvophyceae_XXX_sp,JN825697.1.1032_U;tax,k:Eukaryota,OTU217.p:Chlorophyta-Chlorophyta_X.g:Ulvophyceae_XXX
131,OTU221,406,1,406,1767,565,970,100,634,1.14e-180,94.828,d:TSAR,p:Stramenopiles-Gyrista,c:Hyphochytriomyceta,o:Hyphochytriales,f:Hyphochrytriaceae,g:Hyphochytrium,s:Hyphochytrium_catenoides,AB695482.1.1767_U;tax,k:Eukaryota,OTU221.p:Stramenopiles-Gyrista.g:Hyphochytrium
132,OTU222,404,1,404,624,3,409,100,532,4.25e-150,90.488,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Flamellidae,f:Flamella-lineage,g:Flamella,s:Flamella_sp,KC669504.1.624_U;tax,k:Eukaryota,OTU222.p:Evosea-Evosea_X.g:Flamella
133,OTU223,380,1,380,1101,417,796,100,542,6.61e-153,92.388,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Labyrinthulaceae,g:Labyrinthula,s:Labyrinthula_sp,AY835688.1.1101_U;tax,k:Eukaryota,OTU223.p:Stramenopiles-Bigyra.g:Labyrinthula
134,OTU226,406,1,406,1455,553,958,100,739,0,99.507,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Flamellidae,f:Flamella-lineage,g:Flamella,s:Flamella_pleistocenica,KP219431.1.1455_U;tax,k:Eukaryota,OTU226.p:Evosea-Evosea_X.g:Flamella
135,OTU227,423,1,423,1882,579,1013,100,377,2.21e-103,83.108,d:Amoebozoa,p:Discosea-Discosea_X,c:Centramoebia,o:Acanthopodida,f:Acanthamoebidae,g:Acanthamoeba,s:Acanthamoeba_sp,AB505484.1.1882_U;tax,k:Eukaryota,OTU227.p:Discosea-Discosea_X.g:Acanthamoeba
136,OTU228,401,307,364,1742,839,896,14,80.5,6.6e-14,91.379,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Hartmannellidae,g:Hartmannellidae_X,s:Hartmannellidae_X_sp,GU385568.1.1742_U;tax,k:Eukaryota,OTU228.p:Tubulinea-Tubulinea_X.g:Hartmannellidae_X
137,OTU229,408,1,408,1878,593,994,100,405,9.76e-112,85.024,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Hartmannellidae,g:Copromyxa,s:Copromyxa_laresi,JQ271679.1.1878_U;tax,k:Eukaryota,OTU229.p:Tubulinea-Tubulinea_X.g:Copromyxa
138,OTU235,406,1,406,1877,592,1000,100,464,1.58e-129,87.409,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,EF024417.1.1877_U;tax,k:Eukaryota,OTU235.p:Evosea-Evosea_X.g:Variosea_XXX
139,OTU236,406,1,406,1873,585,989,100,732,0,99.261,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Flamellidae,f:Flamella-lineage,g:Flamella,s:Flamella_piscinae,KU886213.1.1873_U;tax,k:Eukaryota,OTU236.p:Evosea-Evosea_X.g:Flamella
140,OTU237,401,1,401,1775,562,962,100,736,0,99.751,d:TSAR,p:Stramenopiles-Gyrista,c:Chrysophyceae,o:Ochromonadales,f:Ochromonadaceae,g:Spumella,s:Spumella_sp,OM688867.1.1775_U;tax,k:Eukaryota,OTU237.p:Stramenopiles-Gyrista.g:Spumella
141,OTU238,436,1,436,1927,636,1052,100,571,9.73e-162,91.055,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:LOS7N/I-lineage,g:Ptolemeba,s:Ptolemeba_bulliensis,KJ542108.1.1927_U;tax,k:Eukaryota,OTU238.p:Tubulinea-Tubulinea_X.g:Ptolemeba
142,OTU239,385,1,385,1766,579,963,100,651,0,97.143,d:TSAR,p:Alveolata-Ciliophora,c:Nassophorea,o:Nassophorea_X,f:Nassulida,g:Nassula,s:Nassula_labiata,KC832949.1.1766_U;tax,k:Eukaryota,OTU239.p:Alveolata-Ciliophora.g:Nassula
143,OTU241,402,1,402,735,173,574,100,593,1.91e-168,93.284,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Labyrinthulaceae,g:Labyrinthulaceae_X,s:Labyrinthulaceae_X_sp,FJ389881.1.735_U;tax,k:Eukaryota,OTU241.p:Stramenopiles-Bigyra.g:Labyrinthulaceae_X
144,OTU242,409,1,409,1519,436,839,100,446,5.77e-124,86.553,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,AY821961.1.1519_U;tax,k:Eukaryota,OTU242.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
145,OTU243,405,1,405,1878,593,994,100,363,5.91e-99,83.333,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Hartmannellidae,g:Copromyxa,s:Copromyxa_laresi,JQ271679.1.1878_U;tax,k:Eukaryota,OTU243.p:Tubulinea-Tubulinea_X.g:Copromyxa
146,OTU244,396,1,396,1731,542,937,100,726,0,99.747,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Chlamydomonadales,f:Chlamydomonadales_X,g:Chlamydomonadales_XX,s:Chlamydomonadales_XX_sp,JX446459.1.1731_U;tax,k:Eukaryota,OTU244.p:Chlorophyta-Chlorophyta_X.g:Chlamydomonadales_XX
147,OTU245,387,1,387,1711,557,943,100,693,0,98.966,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Platyophryida,g:Platyophryida_X,s:Platyophryida_X_sp,EU039906.1.1711_U;tax,k:Eukaryota,OTU245.p:Alveolata-Ciliophora.g:Platyophryida_X
148,OTU247,407,166,372,1615,751,958,51,150,5.04e-35,80,d:Haptista,p:Centroplasthelida-Centroplasthelida_X,c:Centroplasthelida_XX,o:Centroplasthelida_XXX,f:Centroplasthelida_XXXX,g:Centroplasthelida_XXXXX,s:Centroplasthelida_XXXXX_sp,AY749490.1.1615_U;tax,k:Eukaryota,OTU247.p:Centroplasthelida-Centroplasthelida_X.g:Centroplasthelida_XXXXX
149,OTU250,407,1,407,1751,580,986,100,730,0,99.017,d:TSAR,p:Stramenopiles-Gyrista,c:Xanthophyceae,o:Xanthophyceae_X,f:Xanthophyceae_XX,g:Asterosiphon,s:Asterosiphon_dichotomus,AM490829.1.1751_U;tax,k:Eukaryota,OTU250.p:Stramenopiles-Gyrista.g:Asterosiphon
150,OTU251,395,1,395,2366,562,956,100,669,0,97.215,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Chlamydomonadales,f:Chlamydomonadales_X,g:Vitreochlamys,s:Vitreochlamys_nekrassovii,MG650103.1.2366_U;tax,k:Eukaryota,OTU251.p:Chlorophyta-Chlorophyta_X.g:Vitreochlamys
151,OTU254,400,1,400,1771,574,974,100,285,1.3e-75,79.951,d:Haptista,p:Haptophyta-Haptophyta_X,c:Rappephyceae,o:Pavlomulinales,f:Pavlomulinaceae,g:Pavlomulina,s:Pavlomulina_ranunculiformis,LC599498.1.1771_U;tax,k:Eukaryota,OTU254.p:Haptophyta-Haptophyta_X.g:Pavlomulina
152,OTU255,384,1,384,1565,489,895,100,448,1.5e-124,87.561,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Leptomyxida,f:Leptomyxidae,g:Leptomyxa,s:Leptomyxa_regia,OM914643.1.1565_U;tax,k:Eukaryota,OTU255.p:Tubulinea-Tubulinea_X.g:Leptomyxa
153,OTU256,394,1,394,1766,567,967,100,462,5.5e-129,87.901,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Labyrinthulaceae,g:Aplanochytrium,s:Aplanochytrium_sp,JX188378.1.1766_U;tax,k:Eukaryota,OTU256.p:Stramenopiles-Bigyra.g:Aplanochytrium
154,OTU257,381,1,381,6060,969,1349,100,649,0,97.375,d:TSAR,p:Alveolata-Ciliophora,c:Oligohymenophorea,o:Hymenostomatia,f:Tetrahymenida,g:Tetrahymena,s:Tetrahymena_rostrata,MT420428.1.6060_U;tax,k:Eukaryota,OTU257.p:Alveolata-Ciliophora.g:Tetrahymena
155,OTU258,405,1,100,1539,473,572,25,102,1.42e-20,85.294,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,GU479959.1.1539_U;tax,k:Eukaryota,OTU258.p:Evosea-Evosea_X.g:Variosea_XXX
156,OTU259,397,1,397,1802,552,949,100,662,0,96.734,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Filamoebidae,g:Filamoeba,s:Filamoeba_sp,AB425944.1.1802_U;tax,k:Eukaryota,OTU259.p:Evosea-Evosea_X.g:Filamoeba
157,OTU261,393,1,393,1750,564,956,100,616,3.98e-175,94.911,d:TSAR,p:Alveolata-Ciliophora,c:Spirotrichea,o:Hypotrichia,f:Pseudokeronopsidae,g:Eschaneustyla,s:Eschaneustyla_lugeri,KY874005.1.1750_U;tax,k:Eukaryota,OTU261.p:Alveolata-Ciliophora.g:Eschaneustyla
158,OTU263,434,1,434,1961,599,1033,100,741,0,97.471,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Flamellidae,f:WIM80-lineage,g:WIM80-lineage_X,s:WIM80-lineage_X_sp,AM114808.1.1961_U;tax,k:Eukaryota,OTU263.p:Evosea-Evosea_X.g:WIM80-lineage_X
159,OTU264,415,1,415,1869,575,989,100,750,0,99.277,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Flamellidae,f:Flamella-lineage,g:Flamella-lineage_X,s:Flamella-lineage_X_sp,AM114809.1.1869_U;tax,k:Eukaryota,OTU264.p:Evosea-Evosea_X.g:Flamella-lineage_X
160,OTU265,406,1,406,1730,556,961,100,734,0,99.261,d:TSAR,p:Stramenopiles-Gyrista,c:Synchromophyceae,o:Synchromophyceae_X,f:Synchromophyceae_XX,g:Synchromophyceae_XXX,s:Synchromophyceae_XXX_sp,FJ356265.1.1730_U;tax,k:Eukaryota,OTU265.p:Stramenopiles-Gyrista.g:Synchromophyceae_XXX
