,V5_4,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_1,V5_2,V5_3,kingdom,phylum,class,order,family,genus,species,OTU.ID
433,LN622983,OTU94,312,23,312,498,1,290,93,531,6.05e-151,99.655,gi,MOA16492,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00155,OTU94.g__Glomus
434,LN623013,OTU359,312,23,312,498,1,290,93,531,6.05e-151,99.655,gi,MOA16522,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Gigasporaceae,g__Scutellospora,s__VTX00049,OTU359.g__Scutellospora
435,LN623099,OTU531,321,23,321,498,1,293,93,182,7.23e-46,78.361,gi,MOA16608,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Diversisporaceae,g__Diversispora,s__VTX00353,OTU531.g__Diversispora
436,LN623104,OTU362,404,218,404,334,113,298,58,189,5.53e-48,85.263,gi,MOA16613,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00056,OTU362.g__Claroideoglomus
437,LN623104,OTU442,369,181,369,334,113,298,64,174,1.41e-43,83.854,gi,MOA16613,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00056,OTU442.g__Claroideoglomus
438,LN623104,OTU453,406,220,406,334,113,298,58,189,5.55e-48,85.263,gi,MOA16613,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00056,OTU453.g__Claroideoglomus
439,LN623104,OTU513,316,181,316,334,163,298,43,119,5.65e-27,82.609,gi,MOA16613,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00056,OTU513.g__Claroideoglomus
440,LN623104,OTU529,425,239,425,334,113,298,55,183,2.71e-46,84.737,gi,MOA16613,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00056,OTU529.g__Claroideoglomus
441,LN623104,OTU574,409,223,409,334,113,298,57,189,5.6e-48,85.263,gi,MOA16613,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00056,OTU574.g__Claroideoglomus
442,LN623104,OTU712,363,175,363,334,113,298,65,174,1.38e-43,83.854,gi,MOA16613,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00056,OTU712.g__Claroideoglomus
443,LN623271,OTU430,311,181,311,498,158,291,42,117,2e-26,83.088,gi,MOA16780,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Acaulosporaceae,g__Acaulospora,s__VTX00231,OTU430.g__Acaulospora
444,LN623365,OTU527,342,200,342,498,159,293,42,147,2.82e-35,86.207,gi,MOA16874,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00185,OTU527.g__Glomus
445,LN824227,OTU73,315,23,315,498,1,293,93,486,1.34e-137,96.599,gi,MOA20292,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00001,OTU73.g__Paraglomus
446,LN824571,OTU111,325,23,325,498,1,299,93,174,1.23e-43,77.885,gi,MOA20636,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU111.g__Claroideoglomus
447,LN824571,OTU112,321,181,321,498,157,299,44,180,2.6e-45,89.583,gi,MOA20636,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU112.g__Claroideoglomus
448,LN824571,OTU162,321,181,321,498,157,299,44,180,2.6e-45,89.583,gi,MOA20636,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU162.g__Claroideoglomus
449,LN824571,OTU373,321,23,321,498,1,299,93,182,7.23e-46,78.247,gi,MOA20636,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU373.g__Claroideoglomus
450,LN824571,OTU384,321,181,321,498,157,299,62,174,1.21e-43,88.889,gi,MOA20636,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU384.g__Claroideoglomus
451,LN824571,OTU444,326,186,326,498,157,299,43,180,2.64e-45,89.583,gi,MOA20636,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU444.g__Claroideoglomus
452,LN824571,OTU510,330,190,330,498,157,299,43,180,2.68e-45,89.583,gi,MOA20636,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU510.g__Claroideoglomus
453,LN824571,OTU514,321,181,321,498,157,299,44,180,2.6e-45,89.583,gi,MOA20636,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU514.g__Claroideoglomus
454,LN824571,OTU700,324,23,324,498,1,299,93,183,2.03e-46,78.387,gi,MOA20636,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU700.g__Claroideoglomus
455,LN824604,OTU557,313,23,313,498,1,298,93,272,4.06e-73,83.721,gi,MOA20669,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU557.g__Claroideoglomus
456,LN824638,OTU550,321,23,321,498,1,298,93,207,1.19e-53,79.739,gi,MOA20703,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU550.g__Claroideoglomus
457,LN824762,OTU687,321,178,321,498,149,291,45,193,3.34e-49,91.034,gi,MOA20827,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00074,OTU687.g__Glomus
458,LN825270,OTU115,312,23,312,498,1,290,93,536,1.3e-152,100,gi,MOA21335,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00125,OTU115.g__Glomus
459,LN825938,OTU176,333,198,333,498,157,290,56,161,9.8e-40,88.489,gi,MOA22003,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU176.g__Glomus
460,LN825938,OTU300,322,180,322,498,148,290,44,193,3.35e-49,91.034,gi,MOA22003,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU300.g__Glomus
461,LN825965,OTU740,329,23,329,498,1,292,93,193,3.43e-49,79.233,gi,MOA22030,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00191,OTU740.g__Glomus
462,LN826097,OTU292,321,181,321,498,157,299,44,180,2.6e-45,89.655,gi,MOA22162,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00193,OTU292.g__Claroideoglomus
463,LN826097,OTU503,333,187,333,498,151,299,44,158,1.27e-38,86.093,gi,MOA22162,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00193,OTU503.g__Claroideoglomus
464,LN826216,OTU594,313,23,313,498,1,292,93,294,8.66e-80,85.034,gi,MOA22281,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00199,OTU594.g__Glomus
465,LN826314,OTU285,310,23,310,498,1,291,93,185,5.38e-47,78.93,gi,MOA22379,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00213,OTU285.g__Glomus
466,LN826381,OTU43,315,23,315,498,1,290,93,510,7.96e-145,98.294,gi,MOA22446,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00222,OTU43.g__Glomus
467,LN826410,OTU609,313,23,313,498,1,290,93,248,6.84e-66,82.373,gi,MOA22475,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00222,OTU609.g__Glomus
468,LN826516,OTU156,313,23,313,498,1,292,93,128,9.3e-30,75.658,gi,MOA22581,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Ambisporaceae,g__Ambispora,s__VTX00242,OTU156.g__Ambispora
469,LN826516,OTU725,313,23,313,498,1,292,93,222,4.15e-58,80.936,gi,MOA22581,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Ambisporaceae,g__Ambispora,s__VTX00242,OTU725.g__Ambispora
470,LN826521,OTU526,311,23,311,498,1,293,93,272,4.03e-73,83.784,gi,MOA22586,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Ambisporaceae,g__Ambispora,s__VTX00242,OTU526.g__Ambispora
471,LN826864,OTU364,316,23,316,497,1,290,93,268,5.31e-72,83.667,gi,MOA22929,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00304,OTU364.g__Glomus
472,LN900283,OTU474,322,23,322,493,1,291,93,279,2.5e-75,84.211,gi,MOA19484,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00005,OTU474.g__Archaeospora
473,LN900736,OTU426,322,179,322,480,148,290,61,193,3.35e-49,91.034,gi,MOA19937,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00301,OTU426.g__Glomus
474,LT216657,OTU650,311,23,311,493,1,291,93,215,6.89e-56,80.731,gi,MOA25149,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00312,OTU650.g__Glomus
475,LT216799,OTU750,369,230,369,492,157,291,52,137,1.84e-32,85,gi,MOA25250,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00375,OTU750.g__Paraglomus
476,LT216830,OTU736,313,23,313,490,1,291,93,527,7.85e-150,99.313,gi,MOA24837,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00124,OTU736.g__Glomus
477,LT216953,OTU674,314,180,314,498,161,294,43,126,3.36e-29,84.286,gi,MOA25030,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Acaulosporaceae,g__Kuklospora,s__VTX00249,OTU674.g__Kuklospora
478,LT216968,OTU667,314,181,314,489,160,293,43,143,3.33e-34,86.331,gi,MOA24947,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Acaulosporaceae,g__Acaulospora,s__VTX00227,OTU667.g__Acaulospora
479,LT217065,OTU242,312,23,312,494,1,292,93,161,9.14e-40,77.181,gi,MOA25257,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00375,OTU242.g__Paraglomus
480,LT217084,OTU113,308,177,308,480,159,293,59,141,1.17e-33,85.926,gi,MOA25000,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00245,OTU113.g__Archaeospora
481,LT217326,OTU396,312,23,312,490,1,294,93,147,2.56e-35,76.412,gi,MOA24770,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00001,OTU396.g__Paraglomus
482,LT217355,OTU37,315,23,315,491,1,293,93,536,1.31e-152,99.659,gi,MOA25370,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Acaulosporaceae,g__Acaulospora,s__VTX00047,OTU37.g__Acaulospora
483,LT217439,OTU99,319,23,319,498,1,290,93,159,3.37e-39,77.303,gi,MOA25375,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Gigasporaceae,g__Scutellospora,s__VTX00049,OTU99.g__Scutellospora
484,LT217488,OTU469,312,23,312,497,1,293,93,233,1.91e-61,81.667,gi,MOA25206,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00344,OTU469.g__Glomus
485,LT716129,OTU485,314,174,314,479,153,293,45,139,4.31e-33,84.828,gi,MOA39365,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Acaulosporaceae,g__Acaulospora,s__VTX00020,OTU485.g__Acaulospora
486,LT716154,OTU644,319,23,319,495,1,297,93,167,2.01e-41,77.451,gi,MOA39390,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00056,OTU644.g__Claroideoglomus
487,LT716156,OTU173,313,23,313,484,1,297,93,217,1.93e-56,80.464,gi,MOA39392,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00056,OTU173.g__Claroideoglomus
488,LT716358,OTU437,322,187,322,498,155,290,58,202,5.57e-52,93.431,gi,MOA39594,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00143,OTU437.g__Glomus
489,LT716358,OTU720,320,185,320,498,155,290,43,207,1.19e-53,94.161,gi,MOA39594,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00143,OTU720.g__Glomus
490,LT716410,OTU354,319,185,319,439,158,290,59,165,7.23e-41,89.051,gi,MOA39646,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00156,OTU354.g__Glomus
491,LT716497,OTU428,335,200,335,475,159,290,41,159,3.55e-39,88.321,gi,MOA39733,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00188,OTU428.g__Glomus
492,LT716500,OTU45,313,23,313,473,1,291,93,532,1.69e-151,99.656,gi,MOA39736,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00188,OTU45.g__Glomus
493,LT716500,OTU498,330,1,278,473,278,1,84,508,3.01e-144,99.64,gi,MOA39736,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00188,OTU498.g__Glomus
494,LT716507,OTU307,321,23,321,498,1,296,93,150,2.04e-36,76.774,gi,MOA39743,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00193,OTU307.g__Glomus
495,LT716509,OTU619,325,186,325,491,157,297,43,165,7.38e-41,88.276,gi,MOA39745,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00193,OTU619.g__Glomus
496,LT716516,OTU44,311,23,311,438,1,292,93,176,3.25e-44,78.548,gi,MOA39752,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00194,OTU44.g__Glomus
497,LT716517,OTU187,310,23,310,493,1,291,93,235,5.27e-62,81.818,gi,MOA39753,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00194,OTU187.g__Glomus
498,LT716564,OTU136,166,1,166,481,126,291,100,307,5.54e-84,100,gi,MOA39800,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00214,OTU136.g__Glomus
499,LT716591,OTU19,315,23,315,498,1,293,93,542,2.82e-154,100,gi,MOA39827,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00245,OTU19.g__Archaeospora
500,LT716616,OTU57,345,23,345,498,1,294,94,204,1.67e-52,79.63,gi,MOA39852,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Ambisporaceae,g__Ambispora,s__VTX00283,OTU57.g__Ambispora
501,LT716641,OTU638,313,182,313,487,157,290,59,152,5.52e-37,87.407,gi,MOA39877,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00301,OTU638.g__Glomus
502,LT716659,OTU583,325,192,325,499,160,292,41,185,5.67e-47,91.852,gi,MOA39895,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00305,OTU583.g__Glomus
503,LT716659,OTU621,322,22,322,499,1,292,93,193,3.35e-49,79.221,gi,MOA39895,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00305,OTU621.g__Glomus
504,LT716659,OTU634,319,184,319,499,157,292,43,191,1.19e-48,91.971,gi,MOA39895,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00305,OTU634.g__Glomus
505,LT716715,OTU429,315,182,315,498,160,293,57,132,7.24e-31,84.783,gi,MOA39951,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Diversisporaceae,g__Diversispora,s__VTX00347,OTU429.g__Diversispora
506,LT716715,OTU506,315,182,315,498,160,293,57,132,7.24e-31,84.783,gi,MOA39951,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Diversisporaceae,g__Diversispora,s__VTX00347,OTU506.g__Diversispora
507,LT723031,OTU199,315,23,315,487,1,297,93,169,5.52e-42,77.632,gi,MOA35128,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU199.g__Claroideoglomus
508,LT723031,OTU435,315,23,315,487,1,297,93,174,1.19e-43,77.961,gi,MOA35128,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU435.g__Claroideoglomus
509,LT723031,OTU688,315,23,315,487,1,297,93,158,1.19e-38,76.898,gi,MOA35128,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU688.g__Claroideoglomus
510,LT723224,OTU371,311,23,311,498,1,292,93,298,6.65e-81,85.374,gi,MOA35321,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00005,OTU371.g__Archaeospora
511,LT723358,OTU148,310,25,310,491,3,288,92,180,2.51e-45,78.716,gi,MOA35455,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00009,OTU148.g__Archaeospora
512,LT723493,OTU553,312,23,312,484,1,291,93,337,1.41e-92,87.713,gi,MOA35590,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00005,OTU553.g__Archaeospora
513,LT723560,OTU181,309,23,309,436,1,290,93,145,9.11e-35,76.589,gi,MOA35657,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00281,OTU181.g__Paraglomus
514,LT723747,OTU706,312,23,312,498,1,293,93,261,8.76e-70,83.333,gi,MOA35844,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00349,OTU706.g__Paraglomus
515,LT723892,OTU293,311,23,311,460,1,292,93,298,6.65e-81,85.424,gi,MOA35989,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00005,OTU293.g__Archaeospora
516,LT723892,OTU575,311,23,311,460,1,292,93,315,6.6e-86,86.348,gi,MOA35989,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00005,OTU575.g__Archaeospora
517,LT724053,OTU170,424,288,424,436,161,291,44,137,2.14e-32,85.507,gi,MOA36150,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Acaulosporaceae,g__Acaulospora,s__VTX00023,OTU170.g__Acaulospora
518,LT828692,OTU567,306,175,306,428,158,290,58,145,9.01e-35,86.567,gi,MOA31507,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU567.g__Archaeospora
519,LT829017,OTU545,299,23,299,428,1,292,93,182,6.7e-46,79.125,gi,MOA29063,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Acaulosporaceae,g__Acaulospora,s__VTX00231,OTU545.g__Acaulospora
520,LT829017,OTU593,299,23,299,428,1,292,93,165,6.75e-41,78.114,gi,MOA29063,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Acaulosporaceae,g__Acaulospora,s__VTX00231,OTU593.g__Acaulospora
521,LT829083,OTU478,317,23,317,428,1,291,93,187,1.53e-47,79.355,gi,MOA32093,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00183,OTU478.g__Glomus
522,LT829173,OTU521,320,23,320,428,1,292,93,202,5.53e-52,79.672,gi,MOA29217,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00366,OTU521.g__Glomus
523,LT829240,OTU659,351,196,351,428,138,291,60,204,1.7e-52,90.385,gi,MOA33210,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00361,OTU659.g__Glomus
524,LT829321,OTU287,325,189,325,404,156,290,58,174,1.23e-43,89.855,gi,MOA30457,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00093,OTU287.g__Glomus
525,LT829321,OTU370,322,23,322,404,1,290,93,196,2.59e-50,79.412,gi,MOA30457,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00093,OTU370.g__Glomus
526,LT829321,OTU457,320,23,320,404,1,290,93,189,4.31e-48,79.085,gi,MOA30457,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00093,OTU457.g__Glomus
527,LT829321,OTU582,321,23,321,404,1,290,93,206,4.29e-53,79.868,gi,MOA30457,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00093,OTU582.g__Glomus
528,LT829357,OTU308,315,23,315,428,1,291,93,252,5.33e-67,82.609,gi,MOA30493,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00361,OTU308.g__Glomus
529,LT829566,OTU454,313,23,313,428,1,291,93,156,4.27e-38,77.076,gi,MOA29360,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00281,OTU454.g__Paraglomus
530,LT829665,OTU319,318,23,318,408,1,298,93,183,1.99e-46,78.431,gi,MOA28872,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU319.g__Claroideoglomus
531,LT829665,OTU486,322,23,322,408,1,298,93,198,7.21e-51,79.355,gi,MOA28872,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU486.g__Claroideoglomus
532,LT829696,OTU16,312,23,312,428,1,290,93,536,1.3e-152,100,gi,MOA28903,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00156,OTU16.g__Glomus
533,LT829696,OTU404,329,1,277,428,277,1,84,512,2.32e-145,100,gi,MOA28903,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00156,OTU404.g__Glomus
534,LT829736,OTU168,313,23,313,428,1,292,93,244,8.85e-65,81.973,gi,MOA28600,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00051,OTU168.g__Archaeospora
535,LT829736,OTU419,314,23,314,428,1,292,93,235,5.34e-62,81.419,gi,MOA28600,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00051,OTU419.g__Archaeospora
536,LT829785,OTU158,325,23,325,428,1,291,93,222,4.32e-58,80.592,gi,MOA28649,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00238,OTU158.g__Paraglomus
537,LT829796,OTU21,312,23,312,428,1,291,93,337,1.41e-92,87.755,gi,MOA28660,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00281,OTU21.g__Paraglomus
538,LT829817,OTU707,310,23,310,428,1,290,93,158,1.17e-38,77.104,gi,MOA28681,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00419,OTU707.g__Glomus
539,LT829820,OTU6,316,23,316,428,1,294,93,544,7.87e-155,100,gi,MOA27668,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00446,OTU6.g__Paraglomus
