,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_1_1,V5_1_2,V5_1_3,V5_1_4,V5_1_5,OTU.ID
82,OTU82,262,1,201,465,263,465,77,340,4.75e-93,97.044,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Tetracladium,s__Tetracladium_sp,Tetracladium_sp,UDB05454697,SH1078562.09FU,reps,k__Fungi,OTU82.p__Ascomycota.g__Tetracladium
83,OTU83,283,1,223,540,318,540,79,412,1.08e-114,100,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__Trichoderma_virens,Trichoderma_virens,AF328552,SH2616631.09FU,refs,k__Fungi,OTU83.p__Ascomycota.g__Trichoderma
84,OTU84,268,1,208,450,243,450,78,385,2.22e-106,100,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Halobyssothecium,s__Halobyssothecium_sp,Halobyssothecium_sp,MG865841,SH0906650.09FU,reps,k__Fungi,OTU84.p__Ascomycota.g__Halobyssothecium
85,OTU85,269,1,208,493,286,493,77,379,1.04e-104,99.519,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Ascobolaceae,g__Ascobolus,s__Ascobolus_sp,Ascobolus_sp,UDB01331393,SH1309782.09FU,reps,k__Fungi,OTU85.p__Ascomycota.g__Ascobolus
86,OTU86,362,326,360,758,511,545,10,65.8,4.53e-10,100,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU86.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
87,OTU87,271,1,190,433,232,433,70,296,1.08e-79,94.059,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomiaceae_gen_Incertae_sedis,s__Chaetomiaceae_sp,Chaetomiaceae_sp,JX347164,SH0997600.09FU,reps,k__Fungi,OTU87.p__Ascomycota.g__Chaetomiaceae_gen_Incertae_sedis
88,OTU88,376,329,374,1125,57,12,12,69.4,3.65e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU88.p__Ascomycota.g__Fusarium
89,OTU89,337,1,276,581,306,581,82,499,9.7e-141,99.275,p__Ascomycota,c__Pezizomycotina_cls_Incertae_sedis,o__Pezizomycotina_ord_Incertae_sedis,f__Pezizomycotina_fam_Incertae_sedis,g__Pezizomycotina_gen_Incertae_sedis,s__Pezizomycotina_sp,Pezizomycotina_sp,UDB04347484,SH0887054.09FU,reps,k__Fungi,OTU89.p__Ascomycota.g__Pezizomycotina_gen_Incertae_sedis
90,OTU90,334,295,332,758,507,545,11,65.8,4.15e-10,97.436,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU90.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
91,OTU91,264,1,203,502,300,502,77,359,1.32e-98,98.522,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Massarinaceae,g__Stagonospora,s__Stagonospora_sp,Stagonospora_sp,UDB07567647,SH0942270.09FU,reps,k__Fungi,OTU91.p__Ascomycota.g__Stagonospora
92,OTU92,275,1,214,474,261,474,78,396,1.05e-109,100,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_sp,Fusarium_sp,UDB02208213,SH1079500.09FU,reps,k__Fungi,OTU92.p__Ascomycota.g__Fusarium
93,OTU93,285,1,225,483,259,483,79,411,3.92e-114,99.556,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Diatrypaceae,g__Monosporascus,s__Monosporascus_sp,Monosporascus_sp,OM106608,SH1290647.09FU,reps,k__Fungi,OTU93.p__Ascomycota.g__Monosporascus
94,OTU94,286,1,225,493,268,493,79,399,8.51e-111,98.673,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Stachybotryaceae_gen_Incertae_sedis,s__Stachybotryaceae_sp,Stachybotryaceae_sp,UDB07067430,SH1073881.09FU,reps,k__Fungi,OTU94.p__Ascomycota.g__Stachybotryaceae_gen_Incertae_sedis
95,OTU95,286,1,213,574,348,558,74,292,1.49e-78,91.628,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriales_fam_Incertae_sedis,g__Chaetothyriales_gen_Incertae_sedis,s__Chaetothyriales_sp,Chaetothyriales_sp,UDB01803372,SH1158413.09FU,reps,k__Fungi,OTU95.p__Ascomycota.g__Chaetothyriales_gen_Incertae_sedis
96,OTU96,326,279,324,1125,57,12,14,69.4,3.13e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU96.p__Ascomycota.g__Fusarium
97,OTU97,294,1,234,492,259,492,80,433,8.6e-121,100,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Sarocladiaceae,g__Parasarocladium,s__Parasarocladium_wereldwijsianum,Parasarocladium_wereldwijsianum,MW883440,SH3168582.09FU,refs,k__Fungi,OTU97.p__Ascomycota.g__Parasarocladium
98,OTU98,402,363,400,758,507,545,9,65.8,5.06e-10,97.436,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU98.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
99,OTU99,333,1,278,621,340,621,83,440,5.88e-123,95.035,p__Ascomycota,c__Leotiomycetes,o__Erysiphales,f__Erysiphaceae,g__Blumeria,s__Blumeria_graminis,Blumeria_graminis,MT462296,SH1234330.09FU,reps,k__Fungi,OTU99.p__Ascomycota.g__Blumeria
100,OTU100,362,1,302,553,252,553,83,558,1.7e-158,100,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp,Mortierella_sp,UDB061650,SH1039256.09FU,reps,k__Fungi,OTU100.p__Mortierellomycota.g__Mortierella
101,OTU101,336,297,334,758,508,545,11,65.8,4.18e-10,97.368,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU101.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
102,OTU102,365,318,363,1125,57,12,13,69.4,3.53e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU102.p__Ascomycota.g__Fusarium
103,OTU103,273,1,212,480,269,480,78,375,1.36e-103,98.585,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,s__Phaeosphaeria_sp,Phaeosphaeria_sp,UDB04493083,SH1091968.09FU,reps,k__Fungi,OTU103.p__Ascomycota.g__Phaeosphaeria
104,OTU104,298,1,231,529,299,529,78,427,4.06e-119,100,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__Phylloscypha,s__Phylloscypha_retrocurvatoides,Phylloscypha_retrocurvatoides,MF509778,SH1290750.09FU,refs,k__Fungi,OTU104.p__Ascomycota.g__Phylloscypha
105,OTU105,346,1,306,580,271,575,88,542,1.63e-153,98.693,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Piskurozymaceae,g__Solicoccozyma,s__Solicoccozyma_fuscescens,Solicoccozyma_fuscescens,KY105436,SH0879828.09FU,refs,k__Fungi,OTU105.p__Basidiomycota.g__Solicoccozyma
106,OTU106,272,1,211,457,248,457,78,361,3.8e-99,97.63,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Lasiosphaeriaceae_gen_Incertae_sedis,s__Lasiosphaeriaceae_sp,Lasiosphaeriaceae_sp,UDB02714250,SH0945287.09FU,reps,k__Fungi,OTU106.p__Ascomycota.g__Lasiosphaeriaceae_gen_Incertae_sedis
107,OTU108,277,1,217,534,318,534,78,401,2.29e-111,100,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__Gymnoascaceae,g__Gymnoascus,s__Gymnoascus_halophilus,Gymnoascus_halophilus,KP278210,SH1001457.09FU,reps,k__Fungi,OTU108.p__Ascomycota.g__Gymnoascus
108,OTU109,260,1,200,466,267,466,77,364,2.8e-100,99.5,p__Ascomycota,c__Sordariomycetes,o__Myrmecridiales,f__Myrmecridiaceae,g__Myrmecridium,s__Myrmecridium_schulzeri,Myrmecridium_schulzeri,KP968462,SH0980706.09FU,reps,k__Fungi,OTU109.p__Ascomycota.g__Myrmecridium
109,OTU110,266,1,191,446,241,433,72,195,3.98e-49,85.427,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Teratosphaeriaceae_gen_Incertae_sedis,s__Teratosphaeriaceae_sp,Teratosphaeriaceae_sp,UDB05439366,SH1085510.09FU,reps,k__Fungi,OTU110.p__Ascomycota.g__Teratosphaeriaceae_gen_Incertae_sedis
110,OTU111,273,1,213,516,305,516,78,381,2.93e-105,99.061,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__Alternaria_chlamydospora,Alternaria_chlamydospora,KC584189,SH1301443.09FU,refs,k__Fungi,OTU111.p__Ascomycota.g__Alternaria
111,OTU112,358,321,356,758,510,545,10,67.6,1.24e-10,100,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU112.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
112,OTU113,315,1,255,602,349,602,81,453,7.12e-127,98.824,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis_villosa,Coprinopsis_villosa,HQ847031,SH1204412.09FU,refs,k__Fungi,OTU113.p__Basidiomycota.g__Coprinopsis
113,OTU114,354,317,352,758,510,545,10,67.6,1.23e-10,100,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU114.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
114,OTU115,261,1,201,483,283,483,77,372,1.68e-102,100,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Thelebolaceae,g__Thelebolaceae_gen_Incertae_sedis,s__Thelebolaceae_sp,Thelebolaceae_sp,MZ444071,SH0956573.09FU,reps,k__Fungi,OTU115.p__Ascomycota.g__Thelebolaceae_gen_Incertae_sedis
115,OTU116,269,1,209,521,313,521,78,387,6.2e-107,100,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Apiosporaceae,g__Apiospora,s__Apiospora_jiangxiensis,Apiospora_jiangxiensis,KY494693,SH3754730.09FU,refs,k__Fungi,OTU116.p__Ascomycota.g__Apiospora
116,OTU117,374,327,372,1125,57,12,12,69.4,3.62e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU117.p__Ascomycota.g__Fusarium
117,OTU118,270,1,225,516,292,516,83,411,3.69e-114,99.556,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Darksidea,s__Darksidea_epsilon,Darksidea_epsilon,KP183983,SH0906589.09FU,refs,k__Fungi,OTU118.p__Ascomycota.g__Darksidea
118,OTU119,319,1,258,594,337,594,81,438,2.02e-122,97.287,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_sp,Entoloma_sp,UDB05325691,SH1260602.09FU,reps,k__Fungi,OTU119.p__Basidiomycota.g__Entoloma
119,OTU120,335,1,275,624,352,624,82,468,2.72e-131,97.455,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Coprinus,s__Coprinus_amphibius,Coprinus_amphibius,UDB035216,SH1896751.09FU,refs_singleton,k__Fungi,OTU120.p__Basidiomycota.g__Coprinus
120,OTU121,281,1,221,539,319,539,79,409,1.39e-113,100,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__Trichoderma_turrialbense,Trichoderma_turrialbense,EU330945,SH0961471.09FU,refs,k__Fungi,OTU121.p__Ascomycota.g__Trichoderma
121,OTU122,300,1,181,473,266,442,60,265,3.39e-70,93.37,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Lecythophora,s__Lecythophora_sp,Lecythophora_sp,UDB02757985,SH0905843.09FU,reps,k__Fungi,OTU122.p__Ascomycota.g__Lecythophora
122,OTU123,305,1,123,604,316,442,40,126,1.7e-28,85.156,p__Monoblepharomycota,c__Monoblepharomycota_cls_Incertae_sedis,o__Monoblepharomycota_ord_Incertae_sedis,f__Monoblepharomycota_fam_Incertae_sedis,g__Monoblepharomycota_gen_Incertae_sedis,s__Monoblepharomycota_sp,Monoblepharomycota_sp,UDB04224970,SH1143690.09FU,reps,k__Fungi,OTU123.p__Monoblepharomycota.g__Monoblepharomycota_gen_Incertae_sedis
123,OTU124,362,323,360,758,508,545,10,65.8,4.53e-10,97.368,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU124.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
124,OTU125,271,1,210,452,244,452,77,370,6.29e-102,98.571,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__Preussia_polymorpha,Preussia_polymorpha,UDB05231089,SH0921860.09FU,reps,k__Fungi,OTU125.p__Ascomycota.g__Preussia
125,OTU126,269,1,201,1223,1013,1214,75,344,3.78e-94,97.525,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeriaceae_gen_Incertae_sedis,s__Phaeosphaeriaceae_sp,Phaeosphaeriaceae_sp,UDB04501225,SH1098720.09FU,reps,k__Fungi,OTU126.p__Ascomycota.g__Phaeosphaeriaceae_gen_Incertae_sedis
126,OTU127,261,1,106,442,248,351,41,117,8.68e-26,86.916,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Extremaceae,g__Extremaceae_gen_Incertae_sedis,s__Extremaceae_sp,Extremaceae_sp,UDB02020516,SH0996601.09FU,reps,k__Fungi,OTU127.p__Ascomycota.g__Extremaceae_gen_Incertae_sedis
127,OTU128,350,1,290,591,301,591,83,475,1.7e-133,96.246,p__Chytridiomycota,c__Chytridiomycota_cls_Incertae_sedis,o__Chytridiomycota_ord_Incertae_sedis,f__Chytridiomycota_fam_Incertae_sedis,g__Chytridiomycota_gen_Incertae_sedis,s__Chytridiomycota_sp,Chytridiomycota_sp,UDB02301958,SH1280750.09FU,reps,k__Fungi,OTU128.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis
128,OTU129,284,1,223,437,214,437,79,335,2.42e-91,93.75,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Saitozyma,s__Saitozyma_sp,Saitozyma_sp,UDB06393731,SH0998093.09FU,reps,k__Fungi,OTU129.p__Basidiomycota.g__Saitozyma
129,OTU130,324,1,264,561,298,561,81,477,4.35e-134,99.242,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Tricholomataceae_gen_Incertae_sedis,s__Tricholomataceae_sp,Tricholomataceae_sp,MW812542,SH1201792.09FU,reps,k__Fungi,OTU130.p__Basidiomycota.g__Tricholomataceae_gen_Incertae_sedis
130,OTU131,296,1,235,517,283,517,79,418,2.43e-116,98.723,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Bionectriaceae_gen_Incertae_sedis,s__Bionectriaceae_sp,Bionectriaceae_sp,UDB01523013,SH0885385.09FU,reps,k__Fungi,OTU131.p__Ascomycota.g__Bionectriaceae_gen_Incertae_sedis
131,OTU132,289,1,229,477,249,477,79,424,5.08e-118,100,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Lectera,s__Lectera_nordwiniana,Lectera_nordwiniana,MK047461,SH1694896.09FU,refs,k__Fungi,OTU132.p__Ascomycota.g__Lectera
132,OTU133,320,1,261,500,240,500,82,444,4.36e-124,97.318,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Occultifur,s__Occultifur_kilbournensis,Occultifur_kilbournensis,KP413162,SH1223398.09FU,refs,k__Fungi,OTU133.p__Basidiomycota.g__Occultifur
133,OTU134,235,1,175,385,211,385,74,324,4.24e-88,100,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Hannaella,s__Hannaella_sinensis,Hannaella_sinensis,AF444468,SH1003194.09FU,refs,k__Fungi,OTU134.p__Basidiomycota.g__Hannaella
134,OTU135,285,1,225,490,266,490,79,416,8.42e-116,100,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Emericellopsis,s__Emericellopsis_atlantica,Emericellopsis_atlantica,OL539742,SH4257231.09FU,refs,k__Fungi,OTU135.p__Ascomycota.g__Emericellopsis
135,OTU136,276,1,216,425,210,425,78,399,8.19e-111,100,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Saitozyma,s__Saitozyma_podzolica,Saitozyma_podzolica,AF444321,SH1003748.09FU,refs,k__Fungi,OTU136.p__Basidiomycota.g__Saitozyma
136,OTU137,297,1,236,486,251,486,79,436,6.72e-122,100,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Stachylidium,s__Stachylidium_bicolor,Stachylidium_bicolor,MF803164,SH0929089.09FU,refs,k__Fungi,OTU137.p__Ascomycota.g__Stachylidium
137,OTU138,343,304,341,758,507,545,11,65.8,4.27e-10,97.436,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU138.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
138,OTU139,299,1,238,544,308,544,80,383,8.95e-106,95.798,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Halosphaeriaceae,g__Natantispora,s__Natantispora_sp,Natantispora_sp,UDB01910976,SH1145169.09FU,reps,k__Fungi,OTU139.p__Ascomycota.g__Natantispora
139,OTU140,333,286,331,1125,57,12,14,69.4,3.2e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU140.p__Ascomycota.g__Fusarium
140,OTU141,378,331,376,1125,57,12,12,69.4,3.67e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU141.p__Ascomycota.g__Fusarium
141,OTU142,265,1,204,463,260,463,77,366,7.94e-101,99.02,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Sordariales_fam_Incertae_sedis,g__Sordariales_gen_Incertae_sedis,s__Sordariales_sp,Sordariales_sp,UDB02732378,SH1003244.09FU,reps,k__Fungi,OTU142.p__Ascomycota.g__Sordariales_gen_Incertae_sedis
142,OTU143,298,1,237,496,260,496,80,433,8.73e-121,99.578,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Plectosphaerellaceae_gen_Incertae_sedis,s__Plectosphaerellaceae_sp,Plectosphaerellaceae_sp,UDB04978078,SH0941063.09FU,reps,k__Fungi,OTU143.p__Ascomycota.g__Plectosphaerellaceae_gen_Incertae_sedis
143,OTU144,298,1,237,512,276,512,80,438,1.88e-122,100,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Pseudorobillarda,s__Pseudorobillarda_phragmitis,Pseudorobillarda_phragmitis,UDB05381778,SH0945254.09FU,reps,k__Fungi,OTU144.p__Ascomycota.g__Pseudorobillarda
144,OTU145,360,1,299,907,608,907,83,492,1.74e-138,96.333,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetales_fam_Incertae_sedis,g__Spizellomycetales_gen_Incertae_sedis,s__Spizellomycetales_sp,Spizellomycetales_sp,UDB07388785,SH1100244.09FU,reps,k__Fungi,OTU145.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis
145,OTU146,286,1,246,613,367,613,86,438,1.8e-122,98.79,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__Trichoderma_asperellum,Trichoderma_asperellum,KU317838,SH0961641.09FU,reps,k__Fungi,OTU146.p__Ascomycota.g__Trichoderma
146,OTU147,257,1,197,475,280,475,77,357,4.62e-98,99.492,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__Paraphoma_pye,Paraphoma_pye,KU999073,SH1486945.09FU,refs,k__Fungi,OTU147.p__Ascomycota.g__Paraphoma
147,OTU148,307,1,196,389,171,365,64,244,4.53e-64,89.34,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,s__Chaetomium_globosum,Chaetomium_globosum,FJ791145,SH0881564.09FU,reps,k__Fungi,OTU148.p__Ascomycota.g__Chaetomium
148,OTU149,359,312,357,1125,57,12,13,69.4,3.47e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU149.p__Ascomycota.g__Fusarium
149,OTU150,261,1,200,418,220,418,77,340,4.73e-93,97.5,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,s__Chaetomium_sp,Chaetomium_sp,UDB01743793,SH1045442.09FU,reps,k__Fungi,OTU150.p__Ascomycota.g__Chaetomium
150,OTU151,287,1,238,481,242,481,83,403,6.61e-112,97.083,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizales_fam_Incertae_sedis,g__Pezizales_gen_Incertae_sedis,s__Pezizales_sp,Pezizales_sp,KU325002,SH0919370.09FU,reps,k__Fungi,OTU151.p__Ascomycota.g__Pezizales_gen_Incertae_sedis
151,OTU152,347,300,345,1125,57,12,13,69.4,3.34e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU152.p__Ascomycota.g__Fusarium
152,OTU153,346,1,285,541,257,541,82,494,4.64e-139,97.895,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Alphamycetaceae,g__Betamyces,s__Betamyces_sp,Betamyces_sp,UDB01509828,SH0903505.09FU,reps,k__Fungi,OTU153.p__Chytridiomycota.g__Betamyces
153,OTU154,273,1,212,495,284,495,78,392,1.35e-108,100,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp,Ascomycota_sp,EU818698,SH1288455.09FU,reps,k__Fungi,OTU154.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis
154,OTU155,271,1,211,482,272,482,78,368,2.26e-101,98.104,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariales_fam_Incertae_sedis,g__Xylariales_gen_Incertae_sedis,s__Xylariales_sp,Xylariales_sp,HM998754,SH0921524.09FU,reps,k__Fungi,OTU155.p__Ascomycota.g__Xylariales_gen_Incertae_sedis
155,OTU156,264,1,217,452,236,452,82,340,4.79e-93,94.931,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Phialophora,s__Phialophora_cyclaminis,Phialophora_cyclaminis,HQ713776,SH0994584.09FU,refs,k__Fungi,OTU156.p__Ascomycota.g__Phialophora
156,OTU157,327,1,267,522,257,522,82,315,3.65e-85,88.104,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Halomycetaceae,g__Ulkenomyces,s__Ulkenomyces_aestuarii,Ulkenomyces_aestuarii,DQ485676,SH1144252.09FU,reps,k__Fungi,OTU157.p__Chytridiomycota.g__Ulkenomyces
157,OTU158,391,1,64,755,326,389,16,119,3.72e-26,100,p__Basidiomycota,c__Tremellomycetes,o__Tremellomycetes_ord_Incertae_sedis,f__Tremellomycetes_fam_Incertae_sedis,g__Tremellomycetes_gen_Incertae_sedis,s__Tremellomycetes_sp,Tremellomycetes_sp,UDB06411540,SH1180303.09FU,reps,k__Fungi,OTU158.p__Basidiomycota.g__Tremellomycetes_gen_Incertae_sedis
158,OTU159,339,1,242,593,316,554,71,394,4.74e-109,96.296,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,s__Basidiomycota_sp,Basidiomycota_sp,UDB02169572,SH1278625.09FU,reps,k__Fungi,OTU159.p__Basidiomycota.g__Basidiomycota_gen_Incertae_sedis
159,OTU160,276,1,230,492,264,491,83,407,4.89e-113,98.696,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp,Fungi_sp,MG725816,SH1259145.09FU,reps,k__Fungi,OTU160.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis
160,OTU161,314,1,157,560,314,465,50,135,2.92e-31,83.019,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricales_fam_Incertae_sedis,g__Agaricales_gen_Incertae_sedis,s__Agaricales_sp,Agaricales_sp,UDB0896472,SH1144703.09FU,reps,k__Fungi,OTU161.p__Basidiomycota.g__Agaricales_gen_Incertae_sedis
