,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_1_1,V5_1_2,OTU.ID
119,OTU120,273,1,273,1468,491,763,100,494,3.12e-138,99.267,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Pelagibius,_,JQ825056.1.1468,Bacteria,OTU120.Proteobacteria.Pelagibius
120,OTU121,273,1,273,1407,534,806,100,483,6.76e-135,98.535,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,_,uncultured|Acidobacteria|bacterium,_,AY922095.1.1407,Bacteria,OTU121.Acidobacteriota.uncultured|Acidobacteria|bacterium
121,OTU122,273,1,273,1443,482,754,100,494,3.12e-138,99.267,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,_,_,KY190418.1.1443,Bacteria,OTU122.Acidobacteriota._
122,OTU123,273,1,273,1326,480,753,100,438,1.48e-121,94.891,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,_,_,JQ407955.1.1326,Bacteria,OTU123.Chloroflexi._
123,OTU124,273,1,273,1475,508,780,100,444,3.19e-123,95.971,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,_,uncultured|Chloroflexi|bacterium,HQ183905.1.1475,Bacteria,OTU124.Chloroflexi._
124,OTU125,273,1,273,1284,465,737,100,472,1.46e-131,97.802,Chloroflexi,Gitt-GS-136,_,_,_,_,EU134030.1.1284,Bacteria,OTU125.Chloroflexi._
125,OTU126,273,1,273,1307,325,597,100,472,1.46e-131,97.802,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured|planctomycete,JN037957.1.1307,Bacteria,OTU126.Planctomycetota.Pirellula
126,OTU127,273,1,273,1541,528,800,100,483,6.76e-135,98.535,Actinobacteriota,Thermoleophilia,Gaiellales,_,_,_,KT905725.1.1541,Bacteria,OTU127.Actinobacteriota._
127,OTU128,273,1,273,1342,480,752,100,488,1.45e-136,98.901,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,_,_,JF129041.1.1342,Bacteria,OTU128.Planctomycetota._
128,OTU129,273,1,273,1518,537,809,100,494,3.12e-138,99.267,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,_,_,_,HQ697720.1.1518,Bacteria,OTU129.Acidobacteriota._
129,OTU130,273,1,273,1512,533,805,100,488,1.45e-136,98.901,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured|Bacillus|sp,FJ227509.1.1512,Bacteria,OTU130.Firmicutes.Bacillus
130,OTU131,273,1,273,1510,500,772,100,488,1.45e-136,98.901,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,_,KC554132.1.1510,Bacteria,OTU131.Actinobacteriota.Nocardioides
131,OTU132,273,1,273,1490,525,797,100,494,3.12e-138,99.267,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zeaxanthinibacter,_,JQ800694.1.1490,Bacteria,OTU132.Bacteroidota.Zeaxanthinibacter
132,OTU133,273,1,273,1508,499,771,100,460,3.17e-128,97.08,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,uncultured|Acidobacteriales|bacterium,_,FJ889248.1.1508,Bacteria,OTU133.Acidobacteriota.uncultured|Acidobacteriales|bacterium
133,OTU134,273,1,273,1368,510,782,100,483,6.76e-135,98.535,Actinobacteriota,Thermoleophilia,_,_,_,_,HM300494.1.1368,Bacteria,OTU134.Actinobacteriota._
134,OTU135,273,1,273,1453,472,744,100,494,3.12e-138,99.267,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,Nodosilinea|PCC-7104,_,JQ801002.1.1453,Bacteria,OTU135.Cyanobacteria.Nodosilinea|PCC-7104
135,OTU136,273,1,273,1501,500,772,100,394,3.26e-108,92.674,Planctomycetota,Planctomycetes,Planctomycetales,_,metagenome,_,FPLS01007209.21.1521,Bacteria,OTU136.Planctomycetota.metagenome
136,OTU137,273,1,273,1482,500,772,100,383,7.05e-105,91.941,Chloroflexi,Anaerolineae,Ardenticatenales,_,uncultured|Chloroflexi|bacterium,_,KC010007.1.1482,Bacteria,OTU137.Chloroflexi.uncultured|Chloroflexi|bacterium
137,OTU138,273,1,273,1494,526,798,100,488,1.45e-136,98.901,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Planifilum,Planifilum|composti,JN793954.1.1494,Bacteria,OTU138.Firmicutes.Planifilum
138,OTU139,273,1,273,1439,479,751,100,488,1.45e-136,98.901,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema,Actinosynnema|pretiosum|subsp.|auranticum,DQ464900.1.1439,Bacteria,OTU139.Actinobacteriota.Actinosynnema
139,OTU140,273,1,273,1559,533,805,100,372,1.53e-101,91.241,Dadabacteria,Dadabacteriia,Dadabacteriales,uncultured|organism,_,_,DQ395515.1.1559,Bacteria,OTU140.Dadabacteria._
140,OTU141,273,1,273,1355,496,768,100,494,3.12e-138,99.267,Chloroflexi,KD4-96,uncultured|Chloroflexi|bacterium,_,_,_,AY921965.1.1355,Bacteria,OTU141.Chloroflexi._
141,OTU142,273,1,273,1504,524,796,100,488,1.45e-136,98.901,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,_,KF712855.1.1504,Bacteria,OTU142.Nitrospirota.Nitrospira
142,OTU143,273,1,273,1516,537,809,100,483,6.76e-135,98.535,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,_,_,_,EF999349.1.1516,Bacteria,OTU143.Acidobacteriota._
143,OTU144,274,1,274,1525,542,815,100,473,4.09e-132,97.81,Gemmatimonadota,BD2-11|terrestrial|group,_,_,_,_,KJ817540.1.1525,Bacteria,OTU144.Gemmatimonadota._
144,OTU145,273,1,273,1485,516,788,100,433,6.91e-120,95.238,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,_,uncultured|Chloroflexi|bacterium,JN038247.1.1485,Bacteria,OTU145.Chloroflexi._
145,OTU146,273,1,273,1497,505,777,100,488,1.45e-136,98.901,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Ammoniphilus,Ammoniphilus|resinae,HM193518.1.1497,Bacteria,OTU146.Firmicutes.Ammoniphilus
146,OTU147,273,1,273,1509,530,802,100,488,1.45e-136,98.901,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,metagenome,FPLS01003472.10.1518,Bacteria,OTU147.Actinobacteriota.Solirubrobacter
147,OTU148,273,1,273,1445,479,751,100,433,6.91e-120,95.238,Gemmatimonadota,AKAU4049,_,_,_,_,DQ125826.1.1445,Bacteria,OTU148.Gemmatimonadota._
148,OTU149,273,1,273,1518,538,810,100,494,3.12e-138,99.267,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Citrifermentans,_,JX222201.1.1518,Bacteria,OTU149.Desulfobacterota.Citrifermentans
149,OTU150,273,1,273,1425,520,792,100,427,3.21e-118,94.872,Proteobacteria,Gammaproteobacteria,HOC36,_,_,_,AB534043.1.1425,Bacteria,OTU150.Proteobacteria._
150,OTU151,273,1,273,1515,537,809,100,494,3.12e-138,99.267,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,_,_,_,FJ444662.1.1515,Bacteria,OTU151.Acidobacteriota._
151,OTU152,273,1,273,1480,502,774,100,488,1.45e-136,98.901,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Virgisporangium,uncultured|soil|bacterium,JX489874.1.1480,Bacteria,OTU152.Actinobacteriota.Virgisporangium
152,OTU153,274,1,274,1418,456,729,100,496,8.72e-139,99.27,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,_,_,JN398099.1.1418,Bacteria,OTU153.Cyanobacteria._
153,OTU154,273,1,273,1541,528,800,100,494,3.12e-138,99.267,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,_,KT905685.1.1541,Bacteria,OTU154.Actinobacteriota.Gaiella
154,OTU155,273,1,273,1330,470,742,100,483,6.76e-135,98.535,Actinobacteriota,MB-A2-108,_,_,_,_,EU132961.1.1330,Bacteria,OTU155.Actinobacteriota._
155,OTU156,273,1,273,1371,487,759,100,483,6.76e-135,98.535,Planctomycetota,OM190,_,_,_,_,FJ208801.1.1371,Bacteria,OTU156.Planctomycetota._
156,OTU157,273,1,273,1439,440,712,100,488,1.45e-136,98.901,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Rhizobium|sp.|TM-5,AF325770.1.1439,Bacteria,OTU157.Proteobacteria.Mesorhizobium
157,OTU158,273,1,273,1467,500,772,100,411,3.24e-113,93.773,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,uncultured|Chloroflexi|bacterium,_,HQ857691.1.1467,Bacteria,OTU158.Chloroflexi.uncultured|Chloroflexi|bacterium
158,OTU159,273,1,273,1374,458,730,100,449,6.86e-125,96.337,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,_,_,JX648559.1.1374,Bacteria,OTU159.Chloroflexi._
159,OTU160,273,1,273,1466,485,757,100,488,1.45e-136,98.901,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,Promicromonospora,_,GQ263857.1.1466,Bacteria,OTU160.Actinobacteriota.Promicromonospora
160,OTU161,273,1,273,1329,485,757,100,455,1.47e-126,96.703,Chloroflexi,Ktedonobacteria,C0119,_,_,_,EU134024.1.1329,Bacteria,OTU161.Chloroflexi._
161,OTU162,273,1,273,1438,490,762,100,416,6.96e-115,94.139,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,uncultured|Thermomicrobia|bacterium,_,JF706687.1.1438,Bacteria,OTU162.Chloroflexi.uncultured|Thermomicrobia|bacterium
162,OTU163,273,1,273,1454,468,741,100,494,3.12e-138,99.27,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101|soil|group,_,_,KX753162.1.1454,Bacteria,OTU163.Planctomycetota._
163,OTU164,273,1,273,1252,478,750,100,494,3.12e-138,99.267,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,Agromyces|sp.|Xb-3,DQ311007.1.1252,Bacteria,OTU164.Actinobacteriota.Agromyces
164,OTU165,273,1,273,1481,498,770,100,488,1.45e-136,98.901,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured|Pasteuria|sp,KC329598.1.1481,Bacteria,OTU165.Planctomycetota.Pirellula
165,OTU166,273,1,273,1339,493,765,100,350,7.16e-95,89.781,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,_,_,JQ407927.1.1339,Bacteria,OTU166.Chloroflexi._
166,OTU167,273,1,273,1427,471,743,100,488,1.45e-136,98.901,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,_,uncultured|Alphaproteobacteria|bacterium,JQ404424.1.1427,Bacteria,OTU167.Proteobacteria._
167,OTU168,273,1,273,1507,500,772,100,494,3.12e-138,99.267,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces|bottropensis|ATCC|25435,ARTP01000003.1423987.1425493,Bacteria,OTU168.Actinobacteriota.Streptomyces
168,OTU169,273,1,273,1328,469,741,100,494,3.12e-138,99.267,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,_,uncultured|Rhodobiaceae|bacterium,EF020244.1.1328,Bacteria,OTU169.Proteobacteria._
169,OTU170,273,1,273,1421,478,750,100,449,6.86e-125,96.337,Chloroflexi,Anaerolineae,SBR1031,uncultured|Chloroflexi|bacterium,_,_,JN409150.1.1421,Bacteria,OTU170.Chloroflexi._
170,OTU171,273,1,273,949,425,697,100,483,6.76e-135,98.535,Thermoplasmatota,Thermoplasmata,Marine|Group|II,uncultured|archaeon,_,_,HQ910244.1.949,Archaea,OTU171.Thermoplasmatota._
171,OTU172,273,1,273,1519,538,811,100,411,3.24e-113,93.796,Gemmatimonadota,S0134|terrestrial|group,_,_,_,_,FJ444711.1.1519,Bacteria,OTU172.Gemmatimonadota._
172,OTU173,273,1,273,1552,539,811,100,488,1.45e-136,98.901,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus|sp.|Y1,CP030028.336259.337810,Bacteria,OTU173.Firmicutes.Bacillus
173,OTU174,273,1,273,1335,480,752,100,488,1.45e-136,98.901,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,_,JF229440.1.1335,Bacteria,OTU174.Actinobacteriota.Nocardioides
174,OTU175,273,1,273,1470,496,768,100,488,1.45e-136,98.901,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium|sensu|stricto|13,Clostridium|tunisiense,AB600546.1.1470,Bacteria,OTU175.Firmicutes.Clostridium|sensu|stricto|13
175,OTU176,273,1,273,1364,513,785,100,488,1.45e-136,98.901,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,_,EU132972.1.1364,Bacteria,OTU176.Actinobacteriota.Gaiella
176,OTU177,273,1,273,1380,491,763,100,455,1.47e-126,96.703,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,EU135034.1.1380,Bacteria,OTU177.Planctomycetota._
177,OTU178,273,1,273,1408,508,782,100,451,1.91e-125,96.364,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,_,uncultured|soil|bacterium,DQ297988.1.1408,Bacteria,OTU178.Chloroflexi._
178,OTU179,273,1,273,1321,477,749,100,449,6.86e-125,96.337,Chloroflexi,KD4-96,_,_,_,_,JF124601.1.1321,Bacteria,OTU179.Chloroflexi._
179,OTU180,273,1,273,1362,485,757,100,488,1.45e-136,98.901,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,_,JN615955.1.1362,Bacteria,OTU180.Nitrospirota.Nitrospira
180,OTU181,273,1,273,1526,515,787,100,494,3.12e-138,99.267,Planctomycetota,Planctomycetes,Planctomycetales,_,uncultured|planctomycete,_,KJ081644.1.1526,Bacteria,OTU181.Planctomycetota.uncultured|planctomycete
181,OTU182,274,1,274,1347,489,762,100,496,8.72e-139,99.27,Actinobacteriota,Acidimicrobiia,Actinomarinales,_,_,_,GQ002733.1.1347,Bacteria,OTU182.Actinobacteriota._
182,OTU183,273,1,273,1319,477,749,100,438,1.48e-121,95.604,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,_,_,GQ001578.1.1319,Bacteria,OTU183.Chloroflexi._
183,OTU184,273,1,273,1443,481,753,100,483,6.76e-135,98.535,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,_,_,FJ478699.1.1443,Bacteria,OTU184.Chloroflexi._
184,OTU185,274,1,274,918,470,743,100,490,4.06e-137,98.905,Halobacterota,Halobacteria,Halobacterales,Haloferacaceae,Halogranum,uncultured|archaeon,HQ400516.1.918,Archaea,OTU185.Halobacterota.Halogranum
185,OTU186,273,1,273,1546,537,809,100,483,6.76e-135,98.535,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,_,uncultured|Acidobacteria|bacterium,_,Z95727.1.1546,Bacteria,OTU186.Acidobacteriota.uncultured|Acidobacteria|bacterium
186,OTU187,273,1,273,1441,460,732,100,488,1.45e-136,98.901,Chloroflexi,Dehalococcoidia,S085,_,_,_,GQ262963.1.1441,Bacteria,OTU187.Chloroflexi._
187,OTU188,273,1,273,1403,480,752,100,466,6.81e-130,97.436,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,uncultured|Chloroflexi|bacterium,_,JN825472.1.1403,Bacteria,OTU188.Chloroflexi.uncultured|Chloroflexi|bacterium
188,OTU189,273,1,273,1321,453,725,100,383,7.05e-105,91.941,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus|Alysiosphaera,_,LN571324.1.1321,Bacteria,OTU189.Proteobacteria.Candidatus|Alysiosphaera
189,OTU190,273,1,273,1445,479,751,100,494,3.12e-138,99.267,Gemmatimonadota,AKAU4049,_,_,_,_,DQ125826.1.1445,Bacteria,OTU190.Gemmatimonadota._
190,OTU191,274,1,274,1349,485,758,100,490,4.06e-137,98.905,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,_,uncultured|Planctomycetales|bacterium,AM935706.1.1349,Bacteria,OTU191.Planctomycetota._
191,OTU192,273,2,273,1483,475,746,99,448,2.47e-124,96.324,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,_,_,_,FJ230823.1.1483,Bacteria,OTU192.Cyanobacteria._
192,OTU193,273,1,273,1326,480,752,100,483,6.76e-135,98.535,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,_,_,JQ407997.1.1326,Bacteria,OTU193.Chloroflexi._
193,OTU194,273,1,273,1516,537,809,100,444,3.19e-123,95.971,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup|10,_,KJ817695.1.1516,Bacteria,OTU194.Acidobacteriota.Subgroup|10
194,OTU195,274,1,274,1456,459,732,100,496,8.72e-139,99.27,Chloroflexi,Anaerolineae,SBR1031,A4b,_,_,FJ152787.1.1456,Bacteria,OTU195.Chloroflexi._
195,OTU196,273,1,273,1456,510,782,100,494,3.12e-138,99.267,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured|Bacillus|sp,JF411326.1.1456,Bacteria,OTU196.Firmicutes.Bacillus
196,OTU197,273,1,273,1366,512,784,100,488,1.45e-136,98.901,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,_,JF166668.1.1366,Bacteria,OTU197.Firmicutes.Tumebacillus
197,OTU198,273,1,273,1520,522,794,100,383,7.05e-105,91.941,Planctomycetota,Planctomycetes,Planctomycetales,_,metagenome,_,FPLS01050590.21.1540,Bacteria,OTU198.Planctomycetota.metagenome
198,OTU199,274,1,274,1447,487,760,100,484,1.89e-135,98.54,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,_,DQ129371.1.1447,Bacteria,OTU199.Actinobacteriota.Iamia
199,OTU200,273,1,273,1547,531,803,100,488,1.45e-136,98.901,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira|bacterium|SG8_3,LJNR01000573.162.1708,Bacteria,OTU200.Nitrospirota.Nitrospira
200,OTU201,273,1,273,1368,404,676,100,494,3.12e-138,99.267,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,uncultured|Planctomycetaceae|bacterium,JQ771986.1.1368,Bacteria,OTU201.Planctomycetota.SH-PL14
201,OTU202,273,1,273,1485,521,794,100,483,6.76e-135,98.54,Methylomirabilota,Methylomirabilia,Rokubacteriales,_,_,_,JF319199.1.1485,Bacteria,OTU202.Methylomirabilota._
202,OTU203,273,1,273,1419,469,741,100,411,3.24e-113,93.773,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101|soil|group,_,_,EF516530.1.1419,Bacteria,OTU203.Planctomycetota._
203,OTU204,273,1,273,1511,521,793,100,488,1.45e-136,98.901,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,metagenome,FPLL01001825.11.1521,Bacteria,OTU204.Proteobacteria.Rhizobacter
204,OTU205,273,1,273,1320,464,736,100,477,3.15e-133,98.168,Chloroflexi,Anaerolineae,SBR1031,_,_,_,EU134154.1.1320,Bacteria,OTU205.Chloroflexi._
205,OTU206,273,1,273,1493,492,764,100,494,3.12e-138,99.267,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,_,KC554797.1.1493,Bacteria,OTU206.Actinobacteriota.Blastococcus
206,OTU207,273,1,273,1491,496,770,100,462,8.81e-129,97.091,Chloroflexi,Anaerolineae,Ardenticatenales,_,_,_,JN178485.1.1491,Bacteria,OTU207.Chloroflexi._
207,OTU208,273,1,273,1503,518,790,100,488,1.45e-136,98.901,Acidobacteriota,Holophagae,Subgroup|7,uncultured|Acidobacteria|bacterium,_,_,EU979112.1.1503,Bacteria,OTU208.Acidobacteriota._
208,OTU209,273,1,273,1538,528,800,100,494,3.12e-138,99.267,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas|sp.|LTGT-11-2Z,CP033104.1508719.1510256,Bacteria,OTU209.Proteobacteria.Pseudomonas
209,OTU210,273,1,273,1418,461,733,100,488,1.45e-136,98.901,Proteobacteria,Alphaproteobacteria,_,_,_,_,AM176885.1.1418,Bacteria,OTU210.Proteobacteria._
210,OTU211,274,1,274,1470,490,763,100,484,1.89e-135,98.54,Actinobacteriota,Acidimicrobiia,Actinomarinales,_,_,_,GQ262929.1.1470,Bacteria,OTU211.Actinobacteriota._
211,OTU212,273,1,273,1331,455,727,100,494,3.12e-138,99.267,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,_,JF266276.1.1331,Bacteria,OTU212.Proteobacteria.Dongia
212,OTU213,273,1,273,1496,500,772,100,488,1.45e-136,98.901,Actinobacteriota,Actinobacteria,Frankiales,_,metagenome,_,FPLS01057960.10.1505,Bacteria,OTU213.Actinobacteriota.metagenome
213,OTU214,274,1,274,1461,499,772,100,457,4.12e-127,96.715,Chloroflexi,Anaerolineae,SBR1031,uncultured|Chloroflexi|bacterium,_,_,JN886921.1.1461,Bacteria,OTU214.Chloroflexi._
214,OTU215,273,1,273,1510,506,778,100,494,3.12e-138,99.267,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Umezawaea,Umezawaea|endophytica,KP984506.1.1510,Bacteria,OTU215.Actinobacteriota.Umezawaea
215,OTU216,273,1,273,1371,502,774,100,488,1.45e-136,98.901,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,_,uncultured|Sphingobacteriales|bacterium,AM935233.1.1371,Bacteria,OTU216.Bacteroidota._
216,OTU218,273,1,273,1453,474,746,100,494,3.12e-138,99.267,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,_,uncultured|cyanobacterium,_,JN037922.1.1453,Bacteria,OTU218.Cyanobacteria.uncultured|cyanobacterium
217,OTU219,273,1,273,1502,523,795,100,488,1.45e-136,98.901,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,_,KF712575.1.1502,Bacteria,OTU219.Proteobacteria.MND1
218,OTU220,273,1,273,1321,480,752,100,499,6.71e-140,99.634,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,_,_,AM935607.1.1321,Bacteria,OTU220.Chloroflexi._
219,OTU221,273,1,273,1515,537,809,100,488,1.45e-136,98.901,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Citrifermentans,_,FJ479238.1.1515,Bacteria,OTU221.Desulfobacterota.Citrifermentans
220,OTU222,273,1,273,1465,497,769,100,499,6.71e-140,99.634,Chloroflexi,Anaerolineae,SBR1031,A4b,_,_,HQ697725.1.1465,Bacteria,OTU222.Chloroflexi._
221,OTU223,273,1,273,1514,535,807,100,494,3.12e-138,99.267,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured|delta|proteobacterium,EU979075.1.1514,Bacteria,OTU223.Myxococcota.Haliangium
222,OTU224,274,1,274,1343,486,759,100,490,4.06e-137,98.905,Actinobacteriota,Acidimicrobiia,Microtrichales,_,uncultured|Acidimicrobiia|bacterium,_,AM936710.1.1343,Bacteria,OTU224.Actinobacteriota.uncultured|Acidimicrobiia|bacterium
223,OTU225,273,1,273,912,465,737,100,488,1.45e-136,98.901,Thermoplasmatota,Thermoplasmata,Marine|Group|II,uncultured|archaeon,_,_,KC604518.1.912,Archaea,OTU225.Thermoplasmatota._
224,OTU226,273,1,273,1426,480,753,100,472,1.46e-131,97.81,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,_,_,EF157190.1.1426,Bacteria,OTU226.Chloroflexi._
225,OTU227,273,1,273,1490,512,784,100,416,6.96e-115,94.139,Actinobacteriota,Actinobacteria,0319-7L14,_,_,_,JQ978867.1.1490,Bacteria,OTU227.Actinobacteriota._
226,OTU228,273,1,273,1376,435,707,100,449,6.86e-125,96.337,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limibaculum,uncultured|organism,JN493873.1.1376,Bacteria,OTU228.Proteobacteria.Limibaculum
227,OTU229,273,1,273,1458,496,768,100,499,6.71e-140,99.634,Chloroflexi,Anaerolineae,SBR1031,uncultured|soil|bacterium,_,_,EF688367.1.1458,Bacteria,OTU229.Chloroflexi._
228,OTU230,273,1,273,1422,495,767,100,422,1.5e-116,94.505,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,_,_,JQ738763.1.1422,Bacteria,OTU230.Chloroflexi._
229,OTU231,274,1,274,1500,513,786,100,451,1.91e-125,96.35,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,_,_,HQ864192.1.1500,Bacteria,OTU231.Proteobacteria._
230,OTU232,273,1,273,1393,537,809,100,394,3.26e-108,92.674,Acidobacteriota,Subgroup|25,_,_,_,_,EF019375.1.1393,Bacteria,OTU232.Acidobacteriota._
231,OTU233,274,1,274,1488,506,779,100,490,4.06e-137,98.905,Actinobacteriota,Acidimicrobiia,IMCC26256,_,_,_,KF494766.1.1488,Bacteria,OTU233.Actinobacteriota._
232,OTU234,273,1,273,1395,521,793,100,494,3.12e-138,99.267,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,_,EU539728.1.1395,Bacteria,OTU234.Proteobacteria.Pseudomonas
233,OTU235,273,1,273,1329,468,740,100,488,1.45e-136,98.901,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101|soil|group,_,_,EU135114.1.1329,Bacteria,OTU235.Planctomycetota._
234,OTU236,274,1,274,1260,410,683,100,457,4.12e-127,96.715,Chloroflexi,Anaerolineae,SBR1031,A4b,_,_,JN672270.1.1260,Bacteria,OTU236.Chloroflexi._
235,OTU237,273,1,273,1340,442,714,100,438,1.48e-121,95.604,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,uncultured|cyanobacterium,_,FJ484822.1.1340,Bacteria,OTU237.Cyanobacteria.uncultured|cyanobacterium
236,OTU238,273,1,273,1412,416,688,100,494,3.12e-138,99.267,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,_,metagenome,FPLP01011777.1.1412,Bacteria,OTU238.Proteobacteria._
237,OTU239,273,1,273,1486,505,777,100,477,3.15e-133,98.168,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,_,uncultured|actinobacterium,HQ396924.1.1486,Bacteria,OTU239.Actinobacteriota._
238,OTU240,273,1,273,1439,458,730,100,499,6.71e-140,99.634,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc|PCC-7107,Nostoc|sp.|SAG|2306,GQ287649.1.1439,Bacteria,OTU240.Cyanobacteria.Nostoc|PCC-7107
239,OTU241,273,1,273,1217,514,786,100,488,1.45e-136,98.901,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,_,_,KY363848.1.1217,Bacteria,OTU241.Verrucomicrobiota._
